hour,nodes,edges,replies,retweets,quotes,interactions,independent,neutral,positive,negative,ntweets,per_neutral,per_positive,per_negative,indeg_pos,indeg_neg,indeg_neu
2016-05-27_10,122197,265171,188,1107,56,1351,576,846,650,431,1927,0.43902439024390244,0.33731188375713544,0.22366372599896212,77016.0,25182.0,29292.0
2016-05-27_11,122544,266164,160,1263,75,1498,611,934,803,372,2109,0.44286391654812707,0.3807491702228544,0.1763869132290185,77319.0,25299.0,29354.0
2016-05-27_12,122864,267031,156,1110,67,1333,534,841,667,359,1867,0.45045527584359935,0.35725763256561327,0.19228709159078736,77585.0,25394.0,29418.0
2016-05-27_13,123157,267817,125,1046,50,1221,422,694,648,301,1643,0.4223980523432745,0.3944004869141814,0.18320146074254412,77929.0,25466.0,29476.0
2016-05-27_14,123397,268560,156,940,41,1137,430,647,612,308,1567,0.41289087428206767,0.39055520102105934,0.196553924696873,78152.0,25542.0,29533.0
2016-05-27_15,123627,269255,120,968,47,1135,407,689,579,274,1542,0.446822308690013,0.3754863813229572,0.17769130998702984,78410.0,25627.0,29579.0
2016-05-27_16,123883,269940,101,940,36,1077,384,654,513,294,1461,0.44763860369609854,0.351129363449692,0.20123203285420946,78627.0,25711.0,29639.0
2016-05-27_17,124140,270768,147,1135,53,1335,381,771,667,278,1716,0.4493006993006993,0.3886946386946387,0.16200466200466201,78973.0,25786.0,29701.0
2016-05-27_18,124382,271478,121,967,41,1129,330,643,606,210,1459,0.4407128169979438,0.4153529814941741,0.1439342015078821,79301.0,25845.0,29759.0
2016-05-27_19,124584,272185,108,973,55,1136,344,630,610,240,1480,0.42567567567567566,0.41216216216216217,0.16216216216216217,79630.0,25896.0,29799.0
2016-05-27_20,124817,272939,99,1075,61,1235,266,552,784,165,1501,0.3677548301132578,0.5223184543637575,0.10992671552298468,80027.0,25924.0,29847.0
2016-05-27_21,125047,273790,105,1280,43,1428,314,601,914,227,1742,0.3450057405281286,0.5246842709529277,0.13030998851894374,80550.0,25969.0,29909.0
2016-05-27_22,125195,274356,99,806,48,953,212,373,619,173,1165,0.3201716738197425,0.5313304721030043,0.14849785407725322,80867.0,26004.0,29941.0
2016-05-27_23,125284,274686,68,449,10,527,106,173,374,86,633,0.27330173775671407,0.5908372827804107,0.1358609794628752,81043.0,26024.0,29952.0
2016-05-28_00,125333,274875,36,224,10,270,52,107,170,45,322,0.33229813664596275,0.5279503105590062,0.13975155279503104,81114.0,26032.0,29961.0
2016-05-28_01,125360,274984,24,117,2,143,30,53,107,13,173,0.3063583815028902,0.6184971098265896,0.07514450867052024,81150.0,26032.0,29970.0
2016-05-28_02,125380,275051,13,104,2,119,29,53,79,16,148,0.3581081081081081,0.5337837837837838,0.10810810810810811,81189.0,26037.0,29982.0
2016-05-28_03,125401,275119,4,93,1,98,38,34,82,20,136,0.25,0.6029411764705882,0.14705882352941177,81229.0,26040.0,29984.0
2016-05-28_04,125429,275202,6,120,2,128,23,36,89,26,151,0.23841059602649006,0.5894039735099338,0.17218543046357615,81272.0,26042.0,29990.0
2016-05-28_05,125480,275408,19,320,12,351,87,136,256,46,438,0.3105022831050228,0.5844748858447488,0.1050228310502283,81386.0,26056.0,30004.0
2016-05-28_06,125614,275786,36,591,18,645,167,272,453,87,812,0.33497536945812806,0.5578817733990148,0.10714285714285714,81609.0,26070.0,30072.0
2016-05-28_07,125804,276430,80,862,39,981,279,442,619,199,1260,0.35079365079365077,0.49126984126984125,0.15793650793650793,81893.0,26092.0,30117.0
2016-05-28_08,126020,277141,95,944,51,1090,353,563,619,261,1443,0.39015939015939016,0.42896742896742895,0.18087318087318088,82145.0,26155.0,30143.0
2016-05-28_09,126346,278052,142,1100,49,1291,384,587,690,398,1675,0.35044776119402987,0.41194029850746267,0.23761194029850746,82412.0,26234.0,30185.0
2016-05-28_10,126623,278873,136,974,32,1142,387,653,563,313,1529,0.4270765206017005,0.368214519293656,0.20470896010464357,82603.0,26301.0,30229.0
2016-05-28_11,126918,279682,134,998,70,1202,347,645,636,268,1549,0.41639767591994836,0.41058747579083277,0.17301484828921884,82832.0,26381.0,30320.0
2016-05-28_12,127294,280528,111,1084,62,1257,338,561,583,451,1595,0.35172413793103446,0.36551724137931035,0.2827586206896552,83124.0,26460.0,30348.0
2016-05-28_13,127575,281315,128,1048,34,1210,352,550,676,336,1562,0.352112676056338,0.4327784891165173,0.21510883482714468,83385.0,26569.0,30380.0
2016-05-28_14,127765,281938,102,857,43,1002,267,428,590,251,1269,0.33727344365642237,0.4649330181245075,0.19779353821907014,83647.0,26634.0,30406.0
2016-05-28_15,127951,282625,115,858,37,1010,285,403,648,244,1295,0.3111969111969112,0.5003861003861004,0.18841698841698842,83835.0,26714.0,30432.0
2016-05-28_16,128142,283317,114,891,36,1041,219,400,616,244,1260,0.31746031746031744,0.4888888888888889,0.19365079365079366,84031.0,26785.0,30456.0
2016-05-28_17,128344,284065,122,984,55,1161,226,401,747,239,1387,0.2891131939437635,0.5385724585436193,0.17231434751261715,84266.0,26832.0,30503.0
2016-05-28_18,128537,284782,81,847,49,977,278,419,559,277,1255,0.33386454183266934,0.4454183266932271,0.22071713147410357,84457.0,26933.0,30513.0
2016-05-28_19,128735,285505,106,923,45,1074,317,445,721,225,1391,0.3199137311286844,0.5183321351545651,0.16175413371675054,84666.0,27030.0,30527.0
2016-05-28_20,129024,286527,121,1316,50,1487,307,481,821,492,1794,0.26811594202898553,0.4576365663322185,0.27424749163879597,84935.0,27144.0,30724.0
2016-05-28_21,129251,287375,132,1110,45,1287,233,422,824,274,1520,0.2776315789473684,0.5421052631578948,0.18026315789473685,85286.0,27210.0,30819.0
2016-05-28_22,129399,287951,85,793,37,915,208,303,616,204,1123,0.26981300089047194,0.5485307212822796,0.18165627782724844,85535.0,27260.0,30865.0
2016-05-28_23,129487,288288,68,393,46,507,128,159,348,128,635,0.2503937007874016,0.5480314960629922,0.2015748031496063,85640.0,27298.0,30886.0
2016-05-29_00,129521,288452,21,220,8,249,67,73,185,58,316,0.2310126582278481,0.5854430379746836,0.18354430379746836,85694.0,27310.0,30894.0
2016-05-29_01,129552,288551,14,115,5,134,46,56,88,36,180,0.3111111111111111,0.4888888888888889,0.2,85723.0,27327.0,30898.0
2016-05-29_02,129575,288616,8,82,8,98,26,37,64,23,124,0.29838709677419356,0.5161290322580645,0.18548387096774194,85744.0,27338.0,30906.0
2016-05-29_03,129591,288683,9,84,9,102,40,39,75,28,142,0.2746478873239437,0.528169014084507,0.19718309859154928,85773.0,27340.0,30915.0
2016-05-29_04,129621,288774,8,126,5,139,55,55,86,53,194,0.28350515463917525,0.44329896907216493,0.27319587628865977,85825.0,27355.0,30921.0
2016-05-29_05,129670,288957,25,274,9,308,82,107,189,94,390,0.2743589743589744,0.4846153846153846,0.24102564102564103,85903.0,27385.0,30931.0
2016-05-29_06,129757,289280,39,506,24,569,163,198,371,163,732,0.27049180327868855,0.5068306010928961,0.2226775956284153,86070.0,27436.0,30953.0
2016-05-29_07,129965,290013,99,957,48,1104,352,428,675,353,1456,0.29395604395604397,0.4635989010989011,0.24244505494505494,86257.0,27528.0,31060.0
2016-05-29_08,130368,291274,206,1526,58,1790,724,678,1203,633,2514,0.26968973747016706,0.4785202863961814,0.25178997613365156,86539.0,27692.0,31262.0
2016-05-29_09,130838,292698,207,1723,84,2014,517,807,1161,563,2531,0.318846305807981,0.45871197155274596,0.222441722639273,86802.0,27794.0,31490.0
2016-05-29_10,131162,293724,177,1293,42,1512,421,645,885,403,1933,0.33367822038282463,0.4578375581996896,0.20848422141748577,87108.0,27878.0,31583.0
2016-05-29_11,131393,294600,164,1080,70,1314,380,508,799,387,1694,0.29988193624557263,0.4716646989374262,0.22845336481700118,87342.0,27980.0,31669.0
2016-05-29_12,131635,295388,117,1055,56,1228,320,557,663,328,1548,0.35981912144702843,0.42829457364341084,0.21188630490956073,87576.0,28047.0,31779.0
2016-05-29_13,131813,296077,113,851,39,1003,340,454,626,263,1343,0.3380491437081162,0.466120625465376,0.19583023082650783,87750.0,28113.0,31830.0
2016-05-29_14,132020,296802,83,1052,46,1181,267,394,741,313,1448,0.27209944751381215,0.5117403314917127,0.21616022099447513,88101.0,28182.0,31913.0
2016-05-29_15,132217,297451,102,844,43,989,271,436,570,254,1260,0.346031746031746,0.4523809523809524,0.2015873015873016,88348.0,28221.0,31961.0
2016-05-29_16,132427,298243,129,1113,52,1294,275,490,751,328,1569,0.3123008285532186,0.4786488209050351,0.20905035054174634,88708.0,28284.0,32017.0
2016-05-29_17,132603,298927,127,955,46,1128,294,466,705,251,1422,0.32770745428973275,0.4957805907172996,0.17651195499296765,88973.0,28355.0,32078.0
2016-05-29_18,132818,299789,143,1210,39,1392,285,501,920,256,1677,0.29874776386404295,0.5485986881335718,0.1526535480023852,89357.0,28414.0,32105.0
2016-05-29_19,133030,300608,168,1068,53,1289,290,501,784,294,1579,0.31728942368587715,0.49651678277390754,0.1861937935402153,89677.0,28483.0,32136.0
2016-05-29_20,133234,301375,152,980,37,1169,238,474,699,234,1407,0.3368869936034115,0.4968017057569296,0.16631130063965885,89976.0,28517.0,32169.0
2016-05-29_21,133446,302202,169,997,49,1215,235,468,763,219,1450,0.32275862068965516,0.5262068965517241,0.1510344827586207,90225.0,28563.0,32200.0
2016-05-29_22,133607,302889,102,859,39,1000,145,389,596,160,1145,0.33973799126637555,0.5205240174672489,0.13973799126637554,90461.0,28607.0,32260.0
2016-05-29_23,133676,303227,65,509,24,598,140,207,396,135,738,0.2804878048780488,0.5365853658536586,0.18292682926829268,90644.0,28629.0,32293.0
2016-05-30_00,133725,303388,22,219,5,246,73,81,164,74,319,0.25391849529780564,0.5141065830721003,0.23197492163009403,90700.0,28637.0,32310.0
2016-05-30_01,133757,303511,27,171,2,200,67,102,115,50,267,0.38202247191011235,0.4307116104868914,0.18726591760299627,90740.0,28645.0,32325.0
2016-05-30_02,133775,303587,9,118,2,129,39,72,78,18,168,0.42857142857142855,0.4642857142857143,0.10714285714285714,90772.0,28651.0,32337.0
2016-05-30_03,133793,303649,2,102,5,109,21,35,84,11,130,0.2692307692307692,0.6461538461538462,0.08461538461538462,90807.0,28656.0,32343.0
2016-05-30_04,133818,303748,6,151,6,163,49,77,98,37,212,0.3632075471698113,0.46226415094339623,0.17452830188679244,90851.0,28663.0,32350.0
2016-05-30_05,133868,303916,23,230,7,260,70,128,151,51,330,0.3878787878787879,0.4575757575757576,0.15454545454545454,90915.0,28672.0,32377.0
2016-05-30_06,133966,304311,59,554,20,633,178,243,422,146,811,0.2996300863131936,0.5203452527743526,0.18002466091245375,91032.0,28712.0,32447.0
2016-05-30_07,134158,305091,128,1115,41,1284,318,486,659,457,1602,0.30337078651685395,0.41136079900124844,0.2852684144818976,91346.0,28878.0,32530.0
2016-05-30_08,134456,306143,146,1452,97,1695,411,728,946,432,2106,0.345679012345679,0.4491927825261159,0.20512820512820512,91827.0,29047.0,32637.0
2016-05-30_09,134720,307054,174,1348,71,1593,464,742,973,342,2057,0.360719494409334,0.4730189596499757,0.16626154594069031,92401.0,29139.0,32728.0
2016-05-30_10,134953,307954,263,1330,71,1664,435,703,1073,323,2099,0.33492139113863745,0.511195807527394,0.15388280133396856,92980.0,29243.0,32847.0
2016-05-30_11,135216,308780,170,1212,56,1438,425,679,869,315,1863,0.3644659151905529,0.4664519592055824,0.16908212560386474,93469.0,29313.0,32930.0
2016-05-30_12,135465,309555,143,1076,56,1275,324,515,669,415,1599,0.3220762976860538,0.41838649155722324,0.2595372107567229,93836.0,29373.0,32964.0
2016-05-30_13,135744,310432,145,1248,61,1454,301,515,813,427,1755,0.2934472934472934,0.46324786324786327,0.2433048433048433,94276.0,29426.0,33002.0
2016-05-30_14,136023,311278,168,1158,60,1386,314,581,837,282,1700,0.3417647058823529,0.4923529411764706,0.16588235294117648,94646.0,29472.0,33101.0
2016-05-30_15,136286,312062,153,1074,63,1290,354,553,802,289,1644,0.33637469586374696,0.4878345498783455,0.17579075425790755,95004.0,29523.0,33161.0
2016-05-30_16,136581,312919,122,1138,72,1332,325,565,764,328,1657,0.34097767048883526,0.46107423053711527,0.1979480989740495,95356.0,29570.0,33237.0
2016-05-30_17,136843,313719,159,1079,73,1311,360,596,748,327,1671,0.3566726511071215,0.44763614602034707,0.19569120287253142,95710.0,29613.0,33273.0
2016-05-30_18,137080,314537,154,1191,61,1406,337,585,847,311,1743,0.33562822719449226,0.4859437751004016,0.17842799770510614,96144.0,29652.0,33317.0
2016-05-30_19,137345,315497,204,1335,64,1603,317,615,984,321,1920,0.3203125,0.5125,0.1671875,96685.0,29707.0,33382.0
2016-05-30_20,137634,316400,214,1125,64,1403,331,700,731,303,1734,0.40369088811995385,0.4215686274509804,0.17474048442906576,97037.0,29757.0,33520.0
2016-05-30_21,137950,317466,181,1367,69,1617,409,743,897,386,2026,0.3667324777887463,0.44274432379072065,0.19052319842053306,97382.0,29839.0,33648.0
2016-05-30_22,138144,318200,106,1031,33,1170,222,417,737,238,1392,0.2995689655172414,0.5294540229885057,0.17097701149425287,97761.0,29862.0,33686.0
2016-05-30_23,138319,318655,53,644,22,719,159,228,377,273,878,0.25968109339407747,0.4293849658314351,0.3109339407744875,97971.0,29976.0,33715.0
2016-05-31_00,138398,318869,26,299,12,337,99,129,196,111,436,0.2958715596330275,0.44954128440366975,0.2545871559633027,98078.0,30018.0,33734.0
2016-05-31_01,138445,318992,16,181,3,200,41,72,118,51,241,0.2987551867219917,0.4896265560165975,0.21161825726141079,98144.0,30028.0,33737.0
2016-05-31_02,138478,319104,16,162,2,180,29,75,88,46,209,0.3588516746411483,0.42105263157894735,0.22009569377990432,98199.0,30038.0,33743.0
2016-05-31_03,138505,319184,8,110,3,121,30,49,78,24,151,0.32450331125827814,0.5165562913907285,0.15894039735099338,98234.0,30042.0,33750.0
2016-05-31_04,138537,319296,5,191,1,197,77,76,143,55,274,0.2773722627737226,0.5218978102189781,0.20072992700729927,98302.0,30051.0,33752.0
2016-05-31_05,138607,319563,24,382,14,420,157,170,298,109,577,0.29462738301559793,0.5164644714038128,0.18890814558058924,98410.0,30089.0,33763.0
2016-05-31_06,138879,320297,102,984,37,1123,336,394,674,391,1459,0.2700479780671693,0.46196024674434544,0.26799177518848527,98667.0,30306.0,33787.0
2016-05-31_07,139292,321329,160,1362,81,1603,609,767,898,547,2212,0.34674502712477395,0.40596745027124775,0.2472875226039783,99048.0,30457.0,33930.0
2016-05-31_08,139712,322448,183,1372,78,1633,626,884,889,486,2259,0.39132359451084553,0.3935369632580788,0.2151394422310757,99312.0,30640.0,34032.0
2016-05-31_09,140091,323661,182,1583,78,1843,665,1008,1026,474,2508,0.4019138755980861,0.4090909090909091,0.18899521531100477,99684.0,30801.0,34127.0
2016-05-31_10,140555,324854,172,1650,71,1893,712,1056,1061,488,2605,0.4053742802303263,0.4072936660268714,0.1873320537428023,100151.0,30986.0,34184.0
2016-05-31_11,141027,326069,157,1640,74,1871,708,1094,1018,467,2579,0.4241954245831718,0.3947266382318728,0.1810779371849554,100571.0,31196.0,34254.0
2016-05-31_12,141456,327198,195,1427,83,1705,634,1091,852,396,2339,0.46643864899529713,0.364258230012826,0.16930312099187686,100933.0,31370.0,34329.0
2016-05-31_13,141859,328189,157,1245,75,1477,578,974,756,325,2055,0.47396593673965937,0.3678832116788321,0.15815085158150852,101201.0,31530.0,34380.0
2016-05-31_14,142232,329337,172,1558,91,1821,621,1104,969,369,2442,0.4520884520884521,0.3968058968058968,0.1511056511056511,101572.0,31795.0,34449.0
2016-05-31_15,142639,330637,215,1578,98,1891,640,1193,975,363,2531,0.4713551955748716,0.38522323192414065,0.14342157250098775,101864.0,32049.0,34508.0
2016-05-31_16,143156,332068,216,1649,112,1977,649,1117,983,526,2626,0.42536176694592537,0.3743335872048743,0.2003046458492003,102091.0,32373.0,34545.0
2016-05-31_17,143666,333360,232,1581,110,1923,806,1016,1228,485,2729,0.37229754488823746,0.44998167827042873,0.17772077684133383,102425.0,32648.0,34627.0
2016-05-31_18,144227,334804,221,1810,107,2138,733,1088,1294,489,2871,0.3789620341344479,0.4507140369209335,0.1703239289446186,102943.0,32861.0,34695.0
2016-05-31_19,144815,336346,215,1978,107,2300,733,1325,1217,491,3033,0.4368611935377514,0.4012528849324102,0.16188592152983844,103417.0,33098.0,34771.0
2016-05-31_20,145434,338037,255,2280,89,2624,881,1334,1553,618,3505,0.3805991440798859,0.44308131241084164,0.17631954350927248,104074.0,33304.0,34866.0
2016-05-31_21,145985,339917,265,2462,115,2842,786,1453,1596,579,3628,0.40049614112458654,0.43991179713340683,0.1595920617420066,104752.0,33476.0,35029.0
2016-05-31_22,146295,341112,173,1527,68,1768,413,872,971,338,2181,0.39981659789087576,0.44520861989912885,0.15497478220999542,105099.0,33593.0,35143.0
2016-05-31_23,146455,341811,95,947,23,1065,247,483,621,208,1312,0.36814024390243905,0.4733231707317073,0.15853658536585366,105331.0,33669.0,35183.0
2016-06-01_00,146525,342073,61,321,17,399,184,242,263,78,583,0.41509433962264153,0.451114922813036,0.13379073756432247,105418.0,33682.0,35196.0
2016-06-01_01,146562,342187,15,173,4,192,69,115,113,33,261,0.44061302681992337,0.4329501915708812,0.12643678160919541,105477.0,33691.0,35210.0
2016-06-01_02,146589,342266,8,119,10,137,36,71,74,28,173,0.41040462427745666,0.4277456647398844,0.16184971098265896,105504.0,33702.0,35229.0
2016-06-01_03,146613,342363,6,146,7,159,61,86,102,32,220,0.39090909090909093,0.4636363636363636,0.14545454545454545,105536.0,33712.0,35246.0
2016-06-01_04,146665,342510,17,208,16,241,92,127,146,60,333,0.3813813813813814,0.43843843843843844,0.18018018018018017,105610.0,33725.0,35263.0
2016-06-01_05,146769,342875,34,526,22,582,225,311,352,144,807,0.3853779429987608,0.436183395291202,0.17843866171003717,105740.0,33758.0,35300.0
2016-06-01_06,147000,343648,106,1095,52,1253,471,644,701,379,1724,0.37354988399071926,0.4066125290023202,0.21983758700696054,106005.0,33899.0,35386.0
2016-06-01_07,147526,345013,213,1772,93,2078,780,1177,1056,625,2858,0.4118264520643807,0.3694891532540238,0.21868439468159553,106413.0,34101.0,35467.0
2016-06-01_08,148253,346776,223,2154,99,2476,872,1445,1187,716,3348,0.4316009557945042,0.3545400238948626,0.21385902031063322,106760.0,34348.0,35537.0
2016-06-01_09,148858,348335,233,1873,75,2181,985,1361,1048,757,3166,0.42987997473152245,0.3310170562223626,0.23910296904611497,107023.0,34540.0,35663.0
2016-06-01_10,149320,349590,192,1600,98,1890,768,1176,921,561,2658,0.44243792325056436,0.34650112866817157,0.2110609480812641,107256.0,34678.0,35760.0
2016-06-01_11,149807,350809,175,1532,79,1786,747,1205,800,528,2533,0.4757204895380971,0.31583103039873667,0.2084484800631662,107531.0,34827.0,35867.0
2016-06-01_12,150322,352044,187,1522,68,1777,726,1168,768,567,2503,0.46664003196164605,0.3068318018377946,0.22652816620055932,107788.0,34976.0,35984.0
2016-06-01_13,150773,353126,160,1324,54,1538,632,1036,690,444,2170,0.4774193548387097,0.31797235023041476,0.20460829493087557,107998.0,35100.0,36045.0
2016-06-01_14,151222,354138,129,1307,76,1512,627,1013,748,378,2139,0.4735857877512856,0.34969611968209446,0.1767180925666199,108285.0,35194.0,36109.0
2016-06-01_15,151672,355315,177,1503,99,1779,637,1045,746,625,2416,0.43253311258278143,0.3087748344370861,0.2586920529801324,108535.0,35342.0,36215.0
2016-06-01_16,152132,356453,191,1455,66,1712,595,1035,767,505,2307,0.4486345903771131,0.33246640658864324,0.21889900303424362,108792.0,35497.0,36284.0
2016-06-01_17,152591,357640,221,1460,60,1741,677,956,931,531,2418,0.39536807278742764,0.3850289495450786,0.2196029776674938,109036.0,35574.0,36393.0
2016-06-01_18,152971,358809,221,1512,77,1810,599,1037,979,393,2409,0.4304690743046907,0.4063926940639269,0.16313823163138233,109410.0,35661.0,36488.0
2016-06-01_19,153343,359866,130,1451,71,1652,521,887,855,431,2173,0.4081914404049701,0.39346525540727106,0.19834330418775886,109740.0,35770.0,36565.0
2016-06-01_20,153673,361036,169,1600,67,1836,446,869,929,484,2282,0.380806310254163,0.40709903593339175,0.21209465381244522,110206.0,35849.0,36615.0
2016-06-01_21,154026,362239,204,1578,77,1859,497,927,941,488,2356,0.3934634974533107,0.39940577249575554,0.2071307300509338,110652.0,36009.0,36663.0
2016-06-01_22,154129,362556,69,459,19,547,134,242,318,121,681,0.355359765051395,0.4669603524229075,0.1776798825256975,110806.0,36039.0,36681.0
2016-06-01_23,154264,363081,110,727,22,859,245,400,499,205,1104,0.36231884057971014,0.4519927536231884,0.18568840579710144,111065.0,36090.0,36712.0
2016-06-02_00,154333,363356,41,430,16,487,98,184,289,112,585,0.3145299145299145,0.49401709401709404,0.19145299145299147,111220.0,36101.0,36731.0
2016-06-02_01,154378,363493,14,215,6,235,57,103,136,53,292,0.3527397260273973,0.4657534246575342,0.1815068493150685,111294.0,36115.0,36735.0
2016-06-02_02,154411,363564,7,122,1,130,53,78,67,38,183,0.4262295081967213,0.366120218579235,0.20765027322404372,111327.0,36125.0,36744.0
2016-06-02_03,154439,363666,9,126,6,141,24,73,51,41,165,0.44242424242424244,0.3090909090909091,0.24848484848484848,111348.0,36143.0,36749.0
2016-06-02_04,154485,363828,12,256,6,274,108,127,153,102,382,0.3324607329842932,0.4005235602094241,0.2670157068062827,111434.0,36148.0,36757.0
2016-06-02_05,154578,364123,48,451,12,511,209,244,328,148,720,0.3388888888888889,0.45555555555555555,0.20555555555555555,111590.0,36182.0,36772.0
2016-06-02_06,154796,364860,81,1146,31,1258,430,637,676,375,1688,0.3773696682464455,0.4004739336492891,0.2221563981042654,111908.0,36298.0,36857.0
2016-06-02_07,155245,366095,158,1636,75,1869,658,1059,845,623,2527,0.4190740007914523,0.334388603086664,0.24653739612188366,112277.0,36539.0,36993.0
2016-06-02_08,155753,367433,250,1745,86,2081,755,1213,846,777,2836,0.4277150916784203,0.29830747531734836,0.27397743300423133,112584.0,36715.0,37201.0
2016-06-02_09,156301,368842,220,1750,94,2064,803,1262,818,787,2867,0.4401813742588071,0.2853156609696547,0.2745029647715382,112835.0,36913.0,37377.0
2016-06-02_10,156816,370088,183,1657,81,1921,772,1114,929,650,2693,0.4136650575566283,0.3449684366877089,0.24136650575566282,113074.0,37078.0,37512.0
2016-06-02_11,157335,371286,245,1430,91,1766,765,1037,955,539,2531,0.40971947846700907,0.3773212169103121,0.21295930462267879,113298.0,37214.0,37645.0
2016-06-02_12,157796,372490,277,1487,95,1859,792,1175,905,571,2651,0.4432289701999246,0.34138061109015466,0.2153904187099208,113518.0,37336.0,37773.0
2016-06-02_13,158233,373561,186,1377,90,1653,690,971,901,471,2343,0.41442594963721724,0.3845497225778916,0.20102432778489115,113786.0,37442.0,37932.0
2016-06-02_14,158734,374791,191,1603,102,1896,608,1023,835,646,2504,0.40854632587859424,0.3334664536741214,0.25798722044728434,114210.0,37565.0,38189.0
2016-06-02_15,159133,375821,170,1378,75,1623,629,1019,791,442,2252,0.4524866785079929,0.3512433392539964,0.19626998223801065,114495.0,37680.0,38403.0
2016-06-02_16,159591,377004,189,1511,77,1777,655,951,968,513,2432,0.3910361842105263,0.3980263157894737,0.2109375,114903.0,37800.0,38526.0
2016-06-02_17,159990,378199,208,1518,81,1807,663,956,1046,468,2470,0.38704453441295544,0.4234817813765182,0.18947368421052632,115283.0,37882.0,38676.0
2016-06-02_18,160445,379607,226,1975,99,2300,694,1197,1259,538,2994,0.3997995991983968,0.42050768203072814,0.1796927187708751,115846.0,38046.0,38821.0
2016-06-02_19,161106,382171,403,3531,166,4100,1438,2025,2786,727,5538,0.3656554712892741,0.5030697002527988,0.13127482845792704,116863.0,38272.0,39209.0
2016-06-02_20,161659,384525,358,3221,116,3695,739,1866,1995,573,4434,0.4208389715832206,0.44993234100135315,0.12922868741542626,117825.0,38463.0,39502.0
2016-06-02_21,162294,386612,316,2846,103,3265,854,1607,1948,564,4119,0.3901432386501578,0.4729303228939063,0.1369264384559359,118765.0,38642.0,39722.0
2016-06-02_22,162807,388320,369,1959,85,2413,966,1441,1191,747,3379,0.4264575318141462,0.3524711453092631,0.2210713228765907,119130.0,38837.0,39925.0
2016-06-02_23,163024,389173,147,1044,30,1221,283,589,615,300,1504,0.3916223404255319,0.4089095744680851,0.19946808510638298,119396.0,38917.0,39986.0
2016-06-03_00,163130,389485,61,391,24,476,128,207,275,122,604,0.34271523178807944,0.4552980132450331,0.20198675496688742,119499.0,38938.0,40016.0
2016-06-03_01,163190,389638,21,208,5,234,60,102,130,62,294,0.3469387755102041,0.4421768707482993,0.2108843537414966,119552.0,38954.0,40028.0
2016-06-03_02,163223,389725,14,129,6,149,34,69,83,31,183,0.3770491803278688,0.453551912568306,0.16939890710382513,119581.0,38961.0,40035.0
2016-06-03_03,163265,389828,4,147,4,155,45,68,87,45,200,0.34,0.435,0.225,119613.0,38979.0,40046.0
2016-06-03_04,163300,389938,9,186,6,201,90,109,134,48,291,0.3745704467353952,0.46048109965635736,0.16494845360824742,119661.0,38987.0,40055.0
2016-06-03_05,163414,390308,34,492,19,545,191,303,284,149,736,0.4116847826086957,0.3858695652173913,0.20244565217391305,119738.0,39014.0,40091.0
2016-06-03_06,163650,391033,144,1027,50,1221,469,636,712,342,1690,0.3763313609467456,0.421301775147929,0.20236686390532543,119990.0,39106.0,40176.0
2016-06-03_07,164002,392025,154,1313,88,1555,556,854,849,408,2111,0.4045476077688299,0.40217906205589765,0.19327333017527237,120304.0,39255.0,40301.0
2016-06-03_08,164409,393211,197,1465,68,1730,670,1075,817,508,2400,0.4479166666666667,0.34041666666666665,0.21166666666666667,120573.0,39367.0,40432.0
2016-06-03_09,164855,394395,192,1450,86,1728,728,1139,738,579,2456,0.46376221498371334,0.3004885993485342,0.23574918566775244,120796.0,39482.0,40516.0
2016-06-03_10,165372,395636,217,1547,79,1843,808,1158,870,623,2651,0.43681629573745756,0.32817804602036965,0.23500565824217276,121102.0,39616.0,40697.0
2016-06-03_11,165797,396823,226,1615,111,1952,831,1139,1085,559,2783,0.4092705713259073,0.38986704994610133,0.20086237872799137,121596.0,39741.0,40815.0
2016-06-03_12,166232,397972,196,1572,83,1851,796,1019,1012,616,2647,0.38496411031356254,0.38231960710238005,0.2327162825840574,121984.0,39910.0,40928.0
2016-06-03_13,166634,398964,174,1345,56,1575,644,943,737,539,2219,0.42496620099143756,0.33213159080666965,0.24290220820189273,122372.0,40071.0,40999.0
2016-06-03_14,166997,399944,161,1423,78,1662,593,922,810,523,2255,0.4088691796008869,0.35920177383592017,0.2319290465631929,122772.0,40252.0,41083.0
2016-06-03_15,167355,400990,184,1488,63,1735,633,982,781,605,2368,0.41469594594594594,0.3298141891891892,0.25548986486486486,123168.0,40459.0,41182.0
2016-06-03_16,167691,402075,206,1418,77,1701,691,959,882,551,2392,0.40091973244147155,0.36872909698996653,0.23035117056856189,123542.0,40577.0,41423.0
2016-06-03_17,168062,403227,190,1669,73,1932,612,847,987,710,2544,0.33294025157232704,0.38797169811320753,0.27908805031446543,123978.0,40875.0,41551.0
2016-06-03_18,168507,404621,249,2246,116,2611,681,905,1837,550,3292,0.27490886998784936,0.5580194410692588,0.16707168894289187,124977.0,41032.0,41725.0
2016-06-03_19,169422,408381,477,6204,140,6821,1828,2567,4736,1346,8649,0.29679731760897216,0.5475777546537172,0.15562492773731068,128402.0,41244.0,42156.0
2016-06-03_20,170107,411555,406,5751,118,6275,1061,1879,4588,869,7336,0.25613413304252997,0.6254089422028354,0.11845692475463468,131773.0,41485.0,42296.0
2016-06-03_21,170615,413753,349,3656,81,4086,677,1261,2702,800,4763,0.2647491077052278,0.5672895234096158,0.16796136888515642,133661.0,41634.0,42393.0
